,dInf_min,dInf_max,dInf_mean,dInf_count,slope_min,slope_max,slope_mean,slope_count,area (m2),bin_dinf,bin_slope
524,177.0,190.0,183.5,2,17.53343963623047,17.53343963623047,17.53343963623047,1,0.30403812132869823,16,22
525,303.0,313.0,308.0,2,16.844390869140625,16.844390869140625,16.844390869140625,1,0.3917364728788674,19,21
526,303.0,303.0,303.0,1,16.844390869140625,16.844390869140625,16.844390869140625,1,0.07354301358131064,19,21
527,282.0,328.0,305.0,2,17.548385620117188,17.591402053833008,17.56989288330078,2,0.3689216583627065,19,22
528,282.0,296.0,289.0,2,17.591402053833008,17.591402053833008,17.591402053833008,1,0.3264115019021839,19,22
529,326.0,362.0,344.0,2,17.591402053833008,17.591402053833008,17.591402053833008,1,0.3165086496435846,20,22
530,308.0,353.0,331.25,4,17.380130767822266,17.591402053833008,17.485767364501953,2,0.4842906081121712,20,22
531,318.0,318.0,318.0,1,17.591402053833008,17.591402053833008,17.591402053833008,1,0.21703870733258918,19,22
532,344.0,375.0,355.0,3,17.380130767822266,17.380130767822266,17.380130767822266,1,0.3722986344637224,20,22
533,375.0,406.0,393.6666666666667,3,17.380130767822266,17.380130767822266,17.380130767822266,1,0.23288989071964195,20,22
534,412.0,412.0,412.0,2,16.9912109375,16.9912109375,16.9912109375,1,0.041633726071460854,20,21
535,412.0,412.0,412.0,2,16.9912109375,16.9912109375,16.9912109375,1,0.1732925331951747,20,21
536,388.0,412.0,400.0,2,16.9912109375,16.9912109375,16.9912109375,1,0.16294088938428813,20,21
537,354.0,412.0,384.6666666666667,3,16.9912109375,16.9912109375,16.9912109375,1,0.27475628887736814,20,21
538,311.0,388.0,352.0,3,16.9912109375,16.9912109375,16.9912109375,1,1.1349505801490274,20,21
